headline,article,date
Tamil Nadu seeks 50 lakh additional doses of COVID-19 vaccines,"Tamil Nadu government on Monday urged the Centre to allocate an additional 50 lakh doses of COVID-19 vaccines every week. The state government requested for them to vaccinate all the uncovered eligible persons by October-end. ""[Centre] has supplied 3.97 crore doses of COVID-19 vaccine...to the state till September 19,"" Chief Minister MK Stalin said.","20 Sep 2021,Monday"
India will resume COVID-19 vaccine export from next month: Health Minister,"India will resume the export of COVID-19 vaccines under its 'Vaccine Maitri' initiative from the next quarter which begins in October, Health Minister Mansukh Mandaviya has said. ""We will help the world and contribute to COVAX in the fourth quarter,"" said Mandaviya on Monday. ""We expect to get more than 30 crores doses of COVID-19 vaccines next month,"" he added.","20 Sep 2021,Monday"
"UP BJP leader claims certificate shows he got 5 COVID vaccine doses, 6th scheduled","A booth-level BJP leader in Uttar Pradesh's Meerut has claimed that his vaccination certificate wrongly shows that he has been administered five doses of COVID-19 vaccine and is scheduled for the sixth dose. The 73-year-old leader, Rampal Singh, claimed that he was vaccinated only twice and filed a complaint accusing the health department of negligence. A probe has been launched.","20 Sep 2021,Monday"
Fewer vaccinations done in 2 weeks to set a record on PM's birthday: NCP,"NCP leader Nawab Malik on Saturday alleged that fewer COVID-19 vaccine doses were administered in the last two weeks so as to set a record on PM Narendra Modi’s birthday. On Friday, India set a record by administering over 2.5 crore COVID-19 vaccine doses in one day. He further asked why couldn’t a similar target be achieved the next day.  ","18 Sep 2021,Saturday"
"US city offers ₹36,800 to govt employees who take COVID vaccines","US' Brunswick is offering a $500 (over ₹36,800) bonus to the employees of the city's government who get vaccinated against coronavirus. Those employees who have already received their doses are also eligible to receive the bonus. ""It's a really good incentive...it will get the attention of employees,"" Brunswick City Manager Regina McDuffie said. ","18 Sep 2021,Saturday"
Which symptoms occurring within 20 days of COVID vaccination need immediate attention?,"The government has listed the symptoms that may require immediate attention if they occur within 20 days of administration of any COVID-19 vaccine. The symptoms include shortness of breath, pain in chest, vomiting or persistent abdominal pain, seizures, blurred vision, severe or persistent headache and pain in limbs or swelling in arms or feet.","18 Sep 2021,Saturday"
"Fake COVID-19 vaccine certificates sold for ₹5,500 on Telegram: Report","Fake COVID-19 vaccination certificates are being sold in India for as much as $75 (₹5,500) on Telegram, a report by Check Point Research found. The report said the black market for fake vaccine certificates and fake negative COVID-19 test results has expanded globally to 29 countries, including India. Telegram said it is taking action against groups involved in such activities.","18 Sep 2021,Saturday"
No room for complacency: Govt after record 2.5 cr COVID-19 vaccinations,"Cabinet Secretary Rajiv Gauba on Saturday chaired a meeting to review COVID-19 situation in the country. While congratulating the health workers on administering over 2.5 crore COVID-19 vaccine doses on Friday, he also reminded the states that there is no room for complacency. He hoped that with the increased availability of vaccine doses, the pace of vaccination will be maintained.","18 Sep 2021,Saturday"
84-yr-old Kerala woman given 2 doses of COVID-19 vaccine within 30 mins ,"An 84-year-old woman in Kerala was administered two doses of the COVID-19 vaccine within a gap of 30 minutes. The incident took place at a state-run hospital in the Ernakulam district. As per the woman, she was later made to sit for observation for an hour and officials also called to check on her health after she returned home. ","18 Sep 2021,Saturday"
Vietnam approves use of Cuba's Abdala COVID-19 vaccine,"The Vietnamese government on Saturday said that Vietnam has approved Cuba's Abdala vaccine for use against COVID-19. The announcement comes as Vietnam continues to fight its worst coronavirus outbreak that began in April. Abdala is the eighth COVID-19 vaccine approved for use in Vietnam, which has one of the lowest vaccination rates in the region.","18 Sep 2021,Saturday"
A political party got fever after 2.5 cr doses were administered: PM,"While interacting with healthcare workers and beneficiaries in Goa on Saturday, PM Narendra Modi said a political party ""got fever"" after India administered over 2.5 crore doses of COVID-19 vaccines yesterday. ""Yesterday...after the figure was announced, a political party started showing some adverse reactions? Is there a logic to this,"" he asked a doctor, without naming any party.","18 Sep 2021,Saturday"
Many people not turning up for 2nd vaccine dose in Odisha: Official,"Many people in Odisha are not turning up to take their second COVID-19 vaccine dose despite reminders, Dr Bijay Panigrahi, the nodal officer for Odisha's vaccination drive, said. Only 69.8 lakh people have received both doses, Bijay said, adding that ""around 28 lakh more people should've taken...second dose by now"". Odisha has administered first dose to over two crore people. ","18 Sep 2021,Saturday"
Apple to frequently test unvaccinated employees in US,"A new Apple policy will make it mandatory for its unvaccinated employees in offices and stores to undergo frequent COVID-19 testing in the US, starting next month. However, inoculated employees will be tested less often. Apple has reportedly said it is assessing its policies on a country-by-country basis, however CEO Tim Cook urged employees to get the vaccine.","18 Sep 2021,Saturday"
"425 people vaccinated every second, 26,000 every minute: PM on 2.5 crore COVID jabs","Prime Minister Narendra Modi on Saturday said, ""More than 15 lakh vaccinations took place every hour yesterday, over 26,000 vaccinations took place every minute and more than 425 people were administered vaccines every second."" He also appreciated all health workers for their efforts in helping India achieve a record number of over 2.5 crore vaccinations in a single day. ","18 Sep 2021,Saturday"
"I always stayed away from birthdays, but it was an emotional day yesterday: PM","As India set a record by administering 2.5 crore doses of COVID-19 vaccines in a day on PM Narendra Modi's birthday on September 17, he said, ""I always stayed away from birthdays, but it was an emotional day yesterday."" ""With the efforts of all of you (healthcare workers), it became a very special day for me,"" he further said.","18 Sep 2021,Saturday"
India sets world record by administering over 2.5 cr COVID vaccine doses on PM's b'day,"India has set a new world record for administering the highest number of COVID-19 vaccines in a single day. India achieved the feat by administering over 2.5 crore COVID-19 vaccines under the 'Vaccine Sewa' campaign to mark the 71st birthday of Prime Minister Narendra Modi on Friday. ""Today was the day for health workers,"" Health Minister Mansukh Mandaviya tweeted.","18 Sep 2021,Saturday"
"US panel approves Pfizer COVID-19 vaccine booster for over-65s, high-risk people","A panel that advises US Food and Drug Administration (FDA) has approved a plan to give Pfizer COVID-19 vaccine booster to those who are 65 or older or run a high risk of severe disease. The FDA will consider the group's advice and make its own decision. White House called it an ""important step forward in protecting Americans from COVID-19"".","18 Sep 2021,Saturday"
